text,likes,followers
"# Proposals come days after Swiss bank pulls out of deal to buy fintech Wealthfront 🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖🍗🍊🍇🍓🍬🍫🍿🍩China suspends 2,000 food products from Taiwan as Pelosi visits",0.0,0.0
"😲
Darling, I just called to tell you how awesome you are. You really are the love of my life…
Sir, I’m sorry, this is a brewery.
Oh I know…",1.0,1289.0
"Doing the dishes while this man is cooking, and every time I think I'm done, he adds 4 new oily bowls and colanders.
Goodness knows why, because is it not the same normal jollof rice?",1.0,1870.0
"Things you don’t need to lose weight in 2023

Fasting
Ultra low carb diets
Ultra low fat diets
Detoxes
Multiple meals (every 3hrs bro)",1.0,106.0
"Good afternoon fxxkers… who’s the first to send today? Emptied my cashapp this morning so it’s back down to 0, used the money to treat myself to lunch before work 🥰",2.0,190.0
I guess I’ll do my hair and make a smoothie since I’m up,0.0,99.0
I miss my girlfriend (haven't seen her since my lunch break),1.0,162.0
"Wassup!!! You love Vietnam? So do we! 

Your local cuisine dish will be 🥁 
 
Vietnamese pancakes!!  

I challenge you to eat this dish with a coffee spoon!!!! And without closing your elegant eyes.",0.0,51.0
"[January 7, 2023 at 5:42 am] KD and Lunch Meat by Boy Golden",0.0,483.0
"London food twitter, where’s good for lunch in Angel?",0.0,1145.0
"This confuses me greatly… 
Put these #Starbucks #drinks in order of size;

Short
Grande 
Venti 
Demi
Trenta
Tall. 

I’ll randomly select someone who gets this right for a #prize 🏆",1.0,3142.0
I don't want to deprive myself of good food now that I'm dieting so I tell myself that it's okay to eat but not too much,2.0,806.0
I wish chocolate was healthy man I’d have a six pack by now … 🍫 🤤 #food #dieting #chocolate,0.0,12.0
"Some ramen nerds only abide by bread flour because of its high gluten content. But honestly? It really depends on the type of ramen you're making.

All-purpose flour gives ramen noodles a mouthfeel similar to udon, and some regional variants actually call for that firmer texture.",2.0,766.0
"Hey Minnie Dlamini, you are beautiful and talented. May I take you out for lunch?",464.0,1068334.0
that guy w glasses from seventeen lied about stealing his classmate’s lunch when he was in hs don’t pay attention to him,1.0,150.0
"Currently selling my car, just nipped off while everything clears to grab some lunch, on a diet so I got chicken fridge raiders, ate them in the confines of the car. And Christ the smell, is there any other item that could leave such a potent stench? Good luck to the new owner",0.0,75.0
BA'T NAG ADS NANG JIN RAMEN?! I'M TRYING MY BEST TO STOP MYSELF EATING THAT RN AAAAAAAA,0.0,378.0
"Lemons Large, Bird's Eye Garlic Chicken Meal, Organic Fuji Apples",0.0,86.0
30 minute lunch breaks need to be illegal,5.0,2900.0
"this is a lunch's menu, Stewed Pork🍖, severed with Rice🍚 , then vegetable for today will recommend with Eggplant🍆",0.0,31.0
"Is sausage rolls and Guinness an acceptable lunch on a rugby day like this? I'm doing it anyway, just let me know if I should be ashamed or not.",18.0,174.0
Log dieting krke bhi ptle nhi horhe or yaha kutto jaise thuske bhi weight nhi bdh rha.,9.0,1027.0
#GMO Debate isn't About Science. It's About Shoving a Product No One Wants Down Our Throats by Bribing our GOV'T &amp; Scientists.,0.0,24485.0
That cute guy you sit next to at lunch and never talk with thinks you’re rad!!! ❤️🧡💛💚💙💜,0.0,162.0
If you want @NandosZambia for lunch you must order yesterday.,2.0,4370.0
# Chenieres LNG turbines will no longer be exempt from regulations on airborne carcinogens. 🍳🥚🍋🍌🍉🥦🍎🍍🍑🍇🍓🍅🥕🌽🍳🥚🍲🍐🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓Russia attack on Ukraine set to hit global food supply chains,0.0,2.0
"I can’t believe I’ve actually turned into a gym rat and in the best shape of my life and previously I just used to yo-yo diet, drink every weekend and didn’t look after myself 🫶🏼 feeling very proud of myself today x",18.0,911.0
"had relatives over for lunch &amp; ordered from greece food &amp; omfg it's SO much ,, he ordered for 6 ppl – we were 7 – &amp; it looked like it was made for 15 or smth",0.0,165.0
