index,text,likes,followers,popularity,pop_level
50,"PAX Lunch @ Hwy 55 Burgers Shakes &amp; Fries, 3700 S Memorial Dr E, Greenville, NC 27834, USA
Jan 07, 2023 12:00PM - Jan 07, 2023 01:00PM (60.0 minutes)",0.0,1127.0,0.33687719221877166,0
53,i’m on some housewife shit. packing my boyfriend a lunch in his heated lunch box i got him 💓,0.0,202.0,0.4504549660622641,0
54,Prayers then mixed fruits smoothie to break fast after this morning’s “prison workout” 📈,1.0,2119.0,0.5693727186300208,1
55,"besties i need u
my boss gave me lunch, i ate the filling of a smallish vegetarian sausage roll, and the filling of a palm sized veg empanada
what is edtwt's cal estimate here?",6.0,613.0,2.6653512807751163,2
57,Ya pockets on a diet nigga I’m calling you Atkins,2.0,322.0,1.2664436841102469,1
58,how tf am i supposed to skip lunch at school pls help,1.0,84.0,1.0075241819903684,1
59,At this rate me haffi go start use ramen noodles as egg noodles fuck it,0.0,2483.0,0.2705122244038945,0
60,the way I did all of my assignments I ate lunch worked out and skz still have to perform,1.0,65.0,1.0399859472017225,1
61,The lunch I made today &gt;&gt;&gt; my price suppose don increase,1.0,1048.0,0.6848566789002175,1
62,THe Food At Southern Fire Kitchen Was Top Tier 🤌🏾,0.0,1080.0,0.34014208299502807,0
63,I didn't know there was a Nigerian🇳🇬 Restaurant in Mobay. Why there isn't 1 in Kingston? I wanna try Jollof Rice 👀.,0.0,129.0,0.47743588599505166,0
64,i ate too much for lunch,0.0,1057.0,0.34177993858463823,0
65,I was thinking about how I wished I didn't have to do anything today and then my mom called to say today's aide canceled because she's sick so we can't meet for lunch and now I feel like I cruelly monkey pawed my family :(,2.0,2319.0,0.8300072372829141,1
69,I’ve made a fruit smoothie three days in a row. I guess you could say I’m a health guru now.,8.0,1718.0,2.7253202410751545,2
70,Street food day!,0.0,152.0,0.4675388477172675,0
71,"Uninstall all food delivery app , discipline na sa pagkain :) Back to steam foods diet na lang !",0.0,326.0,0.42138599240147473,0
72,"Have u had lunch??

Answer me",0.0,385.0,0.41102442709436093,0
73,"OJ references his line from The Taco Show, ""I will not be threatened by Mexican food!""",0.0,140.0,0.4724923869496428,0
74,me not bringing lunch to work = doordash whew this habit gotta stop lbs,0.0,900.0,0.35376552770853364,0
75,"I think I’m addicted to Halal food 😩
I wake up thinking about it lmaooo",1.0,1166.0,0.6684938081821059,1
77,"After a long time, I ate so much that I wanted to fall asleep right after having lunch.
I now understand why babies and kids fall asleep right after having milk and food.
If I were rich enough to not worry about money to fund my lifestyle, I would just eat, go to gym n enjoy art",2.0,1931.0,0.8784208724968906,1
78,I want some Jamaican food 😩,0.0,179.0,0.45771510593176,0
79,Karen’s diner has left me traumatised and I will not go out for lunch again in my life,3.0,466.0,1.5954619719291805,2
80,"Mos def wanted a hot chocolate and the lunch special broad day, sick man",0.0,299.0,0.42670356650745,0
81,"01/07/2023
I bought a new smartphone in Akihabara. It costs 3000 yen. Very cheap!! After that, ate tsukemen with father. This ramen was rare, because the suigyoza was in the ramen. It was delicious.
I wanna eat again!!
＃英語日記",1.0,0.0,2.0,2
82,Craving Thai food,0.0,180.0,0.4573806231420084,0
83,Smoothie for breakfast 🥲🥲,1.0,2267.0,0.5573940160909939,1
84,"🗓 Today 9am-12pm @ Franklin Farmer's Market (230 Franklin Rd, 37064) @SFFNash",1.0,611.0,0.7619708084171318,1
85,"🗓 Today 9am-12pm @ Franklin Farmers Market  (230 Franklin Rd, 37064) @SFFNash",0.0,4432.0,0.2162354069878235,0
86,I get chick fil a every damn day for lunch 😭,0.0,189.0,0.4544510896237487,0
89,"Hemp crops are tall, have thick foliage, and can be planted densely, and thus can be grown as a smother crop to kill tough weeds. Using hemp this way can help farmers avoid the use of herbicides, gain organic certification, and gain the benefits of crop rotation.",0.0,1482.0,0.3151175671153608,0
90,"RULES TO SUCCEED IN 2023                1. Have friends who discuss; starting a business, investing,gym and diet, self development                                        2. Don’t tell people more than they need to know. RESPECT YOUR PRIVACY",29.0,1264.0,9.837752336617301,2
92,"my instagram explore is all books, recipes, and anti-diet stuff. love it here.",4.0,685.0,1.8658683052579397,2
94,Fast forward 45 days please because I’m so ready for kbbq,6.0,643.0,2.642630181299333,2
95,Skipping breakfast and lunch tmrw and exercising early in the morning on an empty stomach yass,2.0,16.0,1.8602259734968747,2
96,I think I want a smoothie bowl today,0.0,1276.0,0.32717727228541477,0
98,"No one needed lunch today so I skipped lunch. I can cook delightly if someone eat with, though. l’m happy I have a family to cook.",1.0,70.0,1.0305094229965521,1
99,There isn't really any grab and go Indian Street food is there?,2.0,1162.0,1.0035405719025492,1
100,"Even if you offend me i will still come to ur party, afterall it's you who offended me, not the jollof rice 😀😁",19.0,509.0,7.86258671424275,2
102,"The cookies cookied but didn’t cookie the way I expected them to cookie.
Baking is tough🥲",1.0,4003.0,0.45189092988076474,0
104,"Had a big Mac for lunch, no breakfast no dinner no snack. Bulking szn fr",1.0,61.0,1.0481752219689682,1
106,"Sure, eating healthier can help you lose weight, but can it help you live longer? As it turns out, modifying your diet can add 9 years to your life expectancy. ♾️",6.0,151650.0,0.10588448522472417,0
107,"if you go to artisan and get pastries and coffee, and order a tofu sandwich, that’s breakfast and lunch ready to go right there and you can enjoy the coffee while you wait for the sandwich, genius",2.0,646.0,1.1316023681066096,1
108,"Diet rule #1: If nobody sees you eating it, it doesn’t contain any calories.

Madhavee 

JANTA KI JAAN PRIYANKA",1.0,98.0,0.9884076107816063,1
109,I love that my bf comes and eats lunch w me at work 🫶🏼 makes my whole shift better just to laugh w him 💗,8.0,574.0,3.4666473041355315,2
111,I ORDERED MY LUNCH BOX UWUUU,1.0,9.0,1.336627836271817,1
112,Country Drive and Lunch by Absolutely Free from Two Cares Due None (Original Soundtrack),0.0,350.0,0.4169840574096617,0
113,"Succeeded Trivial unforgettable. Changes, lunch,... Performing
؟?
نمشے

🔹BM10🔹
🔹BM10🔹
🔹BM10🔹",0.0,112.0,0.48602014698536905,0
114,"Back on the road getting some miles in the legs, nothing much or quick but getting used to running/breathing again before training starts, diet/nutrition plan sorted

2 weeks till official training plan starts but getting back into it feels good

@runforall #mnd #runforrob",2.0,373.0,1.239035036612398,1
115,okay but i need skz to perform now i still havent eat my lunch yet,0.0,6727.0,0.17666094484283404,0
117,"I can’t decide whether I want to drink a cocktail, champagne or brutal fruit 🫠",0.0,2161.0,0.28295267275119823,0
119,"“Mmmm, greek salad...”",0.0,630.0,0.3789097590995345,0
120,"Any dommes in London wanting shopping / lunch / meets please dm x

Findom femdom humanatm paypig paypigs finD whalesub slave sub silent send silentsend",11.0,144.0,5.649529470902878,2
121,"After lunch, I strim
We keep working on Momochi's model!",16.0,2956.0,4.326692052234856,2
123,"The Satur-deja Vu is gonna be a little late today. Look for this afternoon, after lunch, as I have other business to attend to shortly. Please, thank you, and God bless.",0.0,377.0,0.41234308484207394,0
124,We blasting Brandy this AM. Smoothie then gym then baby shower lol,0.0,278.0,0.43115350780635364,0
126,coworkers jealous of my car not bc I can drive but bc I can spend my lunch break napping in it 😎,3.0,118.0,1.9313681285730577,2
127,"Had gone to Bijbehara, to attend a prayer meeting for our leader Mufti sb. Done around lunch time, some youngsters suggested a local food joint. Sought police permission which was flatly denied. 
That is  normal Kashmir.
 On way back kept wondering who I am? Do I belong here?",172.0,13324.0,20.285861816584674,2
131,Starting a diet plan before embarking on a 4 month trip was such a dumb idea. But here I am buying a scale to pack in my bag so I can cook pasta in Bangkok instead of eating cheap and delicious street food,0.0,448.0,0.4014005982872276,0
132,"Need to make my smoothie, it’s timeeeeeee😊!!!",0.0,257.0,0.4359280926624527,0
133,"Got lunch from a popular tea chain, it smelt great but tasted mid and I don’t feel too well now either 🙃",7.0,347.0,3.340153696936284,2
135,"I’ve realized tracking calories is not for me, it just makes me more likely to binge I just…. Eat as little as possible and obviously low calorie foods but I feel like I eat more when I track #edtwt",1.0,27.0,1.1600970249088582,1
138,Still accepting birthday gifts… I like lunch/dinner,0.0,627.0,0.3792340889651233,0
139,I wanna eat my lunch so bad 😭😭😭,0.0,1501.0,0.31407232928310397,0
140,My gym instructor explicitly told me to follow my diet plan and not eat anything else and here I am chowing down on pasta like it's my last meal,7.0,242.0,3.5165536294565,2
141,Stone Buenaveza  is now on tap at Regent Square!  (@stonebrewingco)  Replacing Brooklyn Lager  (@BrooklynBrewery),0.0,2390.0,0.27396032350220983,0
142,"I almost arrived late to work today b r u h

I didn’t get a chance to eat tacos for breakfast but it’s ok, I made the same smoothie I eat everyday

I’m ok…",0.0,138.0,0.4733604556361694,0
143,"Having an amazing self care Saturday. Breakfast at my fave coffee spot, pilates and full body massage with my bestie and now I’m relaxing before dinner and drinks. You work hard just to hand it over to me to make sure I’m always happy, relaxed and spoiled. 💗",16.0,5807.0,3.238347323063108,2
144,Never order the expensive dish on menu when some1 is giving you lunch/dinner.,0.0,3482.0,0.23917120946037881,0
145,Ordering a smoothie without sugar bc of the diet is like ordering expensive water with color bc wtf is this 😭😭😭,6.0,284.0,3.0089583430961735,2
146,we're always having lunch during award shows.,1.0,818.0,0.7213728097971588,1
147,i feel and look like garbage half the time and im tired all day everyday with no free time and my diet has consisted of nothing but junk food recently this is my downfall,4.0,474.0,1.9888270453963963,2
150,"#BreakingNews 

A 6 years old, shooting a teacher, not even during lunch break, in the #Speakerofthehousevote break. 

But #Republicans don't talk about guns, they pray to them and make it look like is for the victim. 

@AOC @elonmusk @tommyboy0690",2.0,36.0,1.6784800945511367,2
151,the other day at lunch abbas asked ana if shes ready for her daughter delisha to be in her rempit era. what the fuck is his problem pls 😭,0.0,713.0,0.37039420899185005,0
152,preping my mental and emotional health with all my comfort foods coz no effing way am i ready for today's episode of #AlchemyOfSouls2Ep9,0.0,489.0,0.3957443946733304,0
154,"na ""our wife"" brought breakfast.we're waiting for ""our another wife"" to bring lunch

make we sha no go chop poison 🙄🙁",32.0,2048.0,9.49350226258907,2
157,"[ FOOD ] have you eaten today? no? that won't do at all! come sit here with me, i made double my lunch just for you!~☆",0.0,474.0,0.39776540907927926,0
158,"Hello and welcome to ""Today I Fucked Up""

Today I fucked up when I went to work feeling like shit, decided to take a nap 4 hrs into my shift at lunch. Woke up and realized I missed 2 hrs of my shift (I was supposed to be gone for 1hr)

Funny enough no one noticed I was gone",1.0,273.0,0.86451780901081,1
161,Send for My lunch on Wishtender.,29.0,3807.0,6.921601638582463,2
164,"I’m actually so fatigued today. Came on me around ten o’clock and thought it’d pass after I’d a bit of sugar on lunch but I’m more exhausted now afterwards. Not even sleepy, just knackered",1.0,659.0,0.7516744269177849,1
165,"The difference between nutrition plans that make you and those that break you is simple:

Good plans don't make eating miserable &amp; stressful.

Research shows many diets work, but ADHERENCE = long-term results.

Everything else (carbs, superfoods, time you eat) are just details.",22.0,129744.0,0.40322670358555185,0
166,my favorite thing to do when I’m mad is shop and take myself to lunch/dinner so that’s what I’m gone do today 😂,0.0,1900.0,0.29420668681876483,0
167,i want a smoothie this morning!,0.0,2798.0,0.25959367616180146,0
168,"Republican House members who took part in the coup, celebrating because they can. 2 years and NOT ONE INDICTMENT for their crimes. Because they ARE above the law. It doesn't take 2 years to bring 1 indictment. It takes a grand jury about 30 minutes before lunch.",5.0,7480.0,1.0010211813350667,1
169,I STAYED HERE TWO HOURS AND THE MOMENT I HAVE LUNCH STRAY KIDS WINS AN AWARD I'M SO HAPPELY AND PROUD BUT I WANTED TO SEE,1.0,171.0,0.9209208565291234,1
171,"Well, progress has been made. Not as much as I wanted but I'm also tired and I've a new approach which I think is much more robust easier to keep track of.

Some very short bits of music and sound effects, tile cursor/targetter system implemented. Lunch then back to it. #LD52",1.0,11.0,1.301971654708123,1
172,"Egusi is never overrated, either your mummy can't Cook or your tongue don spoil.",9.0,1508.0,3.1368984114798595,2
173,Some good soul food breakfast would be so clutch right now!,0.0,191.0,0.4538189387217455,0
174,Is it too early to ordering Jamaican food?,1.0,9026.0,0.29976858640605586,0
175,moots what’s your biggest comfort food that you could eat forever?,30.0,223.0,13.779616618436146,2
176,"Which one eatery must I halt at for lunch (vegetarian and non-vegetarian fare) in #Mangalore ? 
@MangaloreCity",1.0,365.0,0.828736178524727,1
177,Middle eastern food is so good I need to learn how to make that Greek yogurt sauce 🤌🏾,0.0,315.0,0.4235021232841242,0
178,qqq my grandads kinda cute sometimes he wanted to cook lunch again  so he can spare me the time to study like aww thank u but im not eating that disaster of a rice bowl ever again ill cook dont wory 👍,0.0,265.0,0.43406750673165334,0
181,"The  sun  doesn't  know  whether  you  have  got  lunch  or not 😒
It burns  your  forehead  no matter  😭",38.0,5313.0,7.758425795866221,2
183,watch skz perfom when i go eat lunch,1.0,590.0,0.7666830030709193,1
184,THEY'RE PLAYING KILL BILL IN THE SUSHI RESTAURANT OMG,2.0,309.0,1.2740545960642498,1
185,"i said ""what if i just ate the rest of my maltesers for lunch"" and nobody said anything. now i feel sick so its everyone elses fault for not stopping md",1.0,1604.0,0.6171586131756409,1
186,"As usual, finding room ulit sa monday (ft. 30minutes lunch time)",1.0,481.0,0.7936313030942439,1
187,"i had my anaphy class, had my lunch &amp; did workout &amp; still no svt performance ._.",2.0,9033.0,0.44944718538665546,0
188,"The best smoothie blend in this world is banana, red grapes and pomegranate seeds. Taste sweet for those with sweet tooth and also has all the nutrients.",1.0,5833.0,0.3801361945781813,0
189,"Hood nigga Been eating real healthy lately…,but ima keep keep some chicken or beef ramen noodles on standby 😅🤟🏽",0.0,858.0,0.35724578708066546,0
190,"If indomie is called fast food, abeg wetin garri be 🙄🙄🙄🚶🚶🚶🚶🙆",13.0,2165.0,3.959046015439126,2
191,"8:45 a.m.
I have already explained how horses sleep, Why chocolate pancake is sweet. Been asked to make spaghetti and ice cream for lunch. Answered why running through the kitchen is a bad.
Also got given a “pokey” for my troubles and got a sticker for being brave. #ToddlerLife",5.0,6265.0,1.0999566618439975,1
192,"PhD in Emotional Intelligence....🙂

I wonder what if we see 
PhD in pubg
PhD in reels
PhD in shorts .😭😭

PhD in dosa 
PhD in upma...🏃🏼‍♀️🏃🏼‍♀️",5.0,234.0,2.64959965281329,2
193,Lunch with @thee_samstar is always one of the best decisions I make in a day 🥹,0.0,730.0,0.3687488551901635,0
195,"😲
Darling, I just called to tell you how awesome you are. You really are the love of my life…
Sir, I’m sorry, this is a brewery.
Oh I know…",1.0,1289.0,0.6527465170319595,1
196,"Doing the dishes while this man is cooking, and every time I think I'm done, he adds 4 new oily bowls and colanders.
Goodness knows why, because is it not the same normal jollof rice?",1.0,1870.0,0.5911575917884082,1
197,"Things you don’t need to lose weight in 2023

Fasting
Ultra low carb diets
Ultra low fat diets
Detoxes
Multiple meals (every 3hrs bro)",1.0,106.0,0.9787699748935462,1
198,"Good afternoon fxxkers… who’s the first to send today? Emptied my cashapp this morning so it’s back down to 0, used the money to treat myself to lunch before work 🥰",2.0,190.0,1.3624025684232766,1
199,I guess I’ll do my hair and make a smoothie since I’m up,0.0,99.0,0.49357872052568713,0
200,I miss my girlfriend (haven't seen her since my lunch break),1.0,162.0,0.9274161521822916,1
202,"[January 7, 2023 at 5:42 am] KD and Lunch Meat by Boy Golden",0.0,483.0,0.3965464370469042,0
203,"London food twitter, where’s good for lunch in Angel?",0.0,1145.0,0.33565462464673357,0
204,"This confuses me greatly… 
Put these #Starbucks #drinks in order of size;

Short
Grande 
Venti 
Demi
Trenta
Tall. 

I’ll randomly select someone who gets this right for a #prize 🏆",1.0,3142.0,0.49765152097749377,0
205,I don't want to deprive myself of good food now that I'm dieting so I tell myself that it's okay to eat but not too much,2.0,806.0,1.0852328608984665,1
207,"Some ramen nerds only abide by bread flour because of its high gluten content. But honestly? It really depends on the type of ramen you're making.

All-purpose flour gives ramen noodles a mouthfeel similar to udon, and some regional variants actually call for that firmer texture.",2.0,766.0,1.0960875581005802,1
208,"Hey Minnie Dlamini, you are beautiful and talented. May I take you out for lunch?",464.0,1068334.0,1.0457136524039983,1
209,that guy w glasses from seventeen lied about stealing his classmate’s lunch when he was in hs don’t pay attention to him,1.0,150.0,0.9366717299892462,1
211,BA'T NAG ADS NANG JIN RAMEN?! I'M TRYING MY BEST TO STOP MYSELF EATING THAT RN AAAAAAAA,0.0,378.0,0.41217691372855714,0
213,30 minute lunch breaks need to be illegal,5.0,2900.0,1.5377093936719035,2
215,"Is sausage rolls and Guinness an acceptable lunch on a rugby day like this? I'm doing it anyway, just let me know if I should be ashamed or not.",18.0,174.0,8.72890598817847,2
216,Log dieting krke bhi ptle nhi horhe or yaha kutto jaise thuske bhi weight nhi bdh rha.,9.0,1027.0,3.4395818604424755,2
217,#GMO Debate isn't About Science. It's About Shoving a Product No One Wants Down Our Throats by Bribing our GOV'T &amp; Scientists.,0.0,24485.0,0.0754014588150497,0
218,That cute guy you sit next to at lunch and never talk with thinks you’re rad!!! ❤️🧡💛💚💙💜,0.0,162.0,0.4637080760911458,0
219,If you want @NandosZambia for lunch you must order yesterday.,2.0,4370.0,0.6527414391680361,1
221,"I can’t believe I’ve actually turned into a gym rat and in the best shape of my life and previously I just used to yo-yo diet, drink every weekend and didn’t look after myself 🫶🏼 feeling very proud of myself today x",18.0,911.0,6.7046250235625795,2
222,"had relatives over for lunch &amp; ordered from greece food &amp; omfg it's SO much ,, he ordered for 6 ppl – we were 7 – &amp; it looked like it was made for 15 or smth",0.0,165.0,0.46260566844677525,0
224,"There's this Nigeria nurse in the UK that needs to be talked to for real. He gives half-baked information to gullible nurses back home about migrating to the UK or Jamaica as a nurse. Never cares to give complete information, just after how much he would make from his victims.",1.0,1022.0,0.6886519925713176,1
225,my roommate invited a friend over for lunch he’s so nice i was scared i’d bother them but he even helped with my classes 😭,1.0,59.0,1.0524996321027287,1
226,Jalen asked me to get him a lunch box. “Buying lunch everyday expensive” 😂,1.0,1359.0,0.6442972987763521,1
227,Making lunch can be do exhausting 😩,0.0,8402.0,0.1562724542641817,0
228,"Been for a medium sized run in the rain and now had a sub standard lunch to follow, got it all wrong today",1.0,164.0,0.9259417272509957,1
229,Deep down I want lunch at Kelly’s house 😭,1.0,3503.0,0.4772069254605542,0
230,"Kevin gave chick-fil-a with a generic 'thanks' to Capital Officers. They tossed it.  

He didn't show up to the formal thank you and lunch.

The formal lunch was attended by one member of the GOP.

Who backs the blue?",1.0,73.0,1.0251790453887624,1
231,im gonna be having lunch by the time seventeen get on stage.. why do they hate me,0.0,562.0,0.38659201118574227,0
233,just saw this dieting account im actually so inspired to restrict &lt;33333 honeymoon phase here i come,67.0,2516.0,18.313405810167133,2
234,"Idk about y’all but when I’m cooking I clean as I go. Like rn I’m making biryani, chicken with daal and made a quick lunch for my dad and brothers and yet the kitchen looks clean! I don’t like people who leave a huge mess behind as if they never gonna enter the place again 😂",0.0,485.0,0.3962781612336134,0
235,this man really thought $30 was gunna make me his best friend or girlfriend sis .. u paid for my lunch…………,1.0,835.0,0.7184167812914588,1
237,Diet = Natural Foods + Intermittent Fasting + Plants,2.0,65.0,1.559978920802584,2
238,"random: one of my favourite sayings is from @salemkinging where he says ""you're not fried rice, you're jollof, just go and warm it"" 
Wish I could find it and post it but it's over 3yrs old and I can't scroll that far 😭",1.0,1621.0,0.6153988655164758,1
239,"want to date someone who is willing to go with me to temples, eat street food &amp; live a simple yet meaningful life ♠️💋",0.0,176.0,0.45872989518381757,0
240,Am I the only one that drinks frozen coffees in the winter?,0.0,490.0,0.3956115276864684,0
241,730a and im ready to eat my lunch,0.0,980.0,0.34747190452934407,0
243,2 days in on my food allergy diet and im missing bread like crazy. I feel like the Universe is trying to remove every pleasurable vice I have. Bread is god tier food - so many delicious quick filling tasty meals........😭,3.0,146.0,1.8798526860999196,2
244,Lunch was $90 send for it.,0.0,1377.0,0.3210896353471411,0
245,skipped breakfast and lunch,1.0,110.0,0.9742398414868925,1
246,Made myself a peng salad for lunch and forgot my cutlery🫠🫠🫠🫠,1.0,436.0,0.8062788609175672,1
247,Making lunch 14 minutes before loadshedding wish me luck,2.0,1295.0,0.9780128644176855,1
248,I want a fat plate of Caribbean food today.,36.0,2465.0,10.033328267298524,2
250,I believe with my luck that skz will preform when im having lunch…,0.0,370.0,0.41351729022887346,0
252,Now I gotta skip lunch 😂,0.0,400.0,0.40861541320020656,0
253,told Claire I don’t want to go to the farmers market yet this morning; I want to sit in my chair and read for at least an hour while I think about how excited I am to go to the farmers market first,32.0,31686.0,2.0260304253042998,2
254,"Eeii this afternoon
If I get gari den sugar en thinz di33 ago enjoy ruff",1.0,3752.0,0.464203384257156,0
255,Seeing all the jin ramen ads makes me want to cook instant noodles😫,20.0,1152.0,7.038846915698782,2
257,Is it crazy that I like the ysl lunch box? Lmao,2.0,1451.0,0.9505367470947405,1
258,Any Miami oomfies wanna have lunch tomorrow? I dont wanna spend 8 hrs in an airport 😢,10.0,9240.0,1.6259913789156708,2
259,"The statement I know in the most languages is “I’m hungry”.

In Japanese and Italian I know it as “I’m dying of starvation” due to my having been in situations where an Italian and Japanese person were roadblocks between me and lunch time. 

Sto morendo di fame! 🇮🇹",1.0,544.0,0.7775053121101682,1
260,"Me, grilling meat at a yakiniku restaurant: YES I'M ON FIREEE!!!! IGNITED BY A BURNING DESIRE!!!",7.0,419.0,3.245396296343048,2
261,"Amala date is the only perfect date sha, we'd get to know each other as I eat inu eran and ogufe with chilled Coke☺️",3.0,950.0,1.3991342410408008,1
262,"Why is it that animals in the wild maintain their natural body weight, without needing a diet plan?

Is it because they are in tune with their ancestral diet?

Hmm...",166.0,27928.0,11.352223944880201,2
264,about to secure a toaster and a small smoothie maker,4.0,354.0,2.081384264677428,2
266,signing up to local library -&gt; buying more cheap jewelery on aliexpress -&gt; lunch -&gt; looking at cat pics -&gt; chilling -&gt; mayhaps start working on the thesis,6.0,74.0,3.582096592776424,2
267,"I say, children in school should be able to get free breakfast and lunch...I mean, if they can do it for prisoners... 🤷‍♂️",10.0,1814.0,3.280066012521099,2
268,I will be back later in the Afternoon after work a guy's lunch of nonstop awesomeness and Coffee with kitt,1.0,5123.0,0.4048069831124222,0
269,"What is the keto diet:

The ketogenic diet or keto diet, in short, is a diet system that contains a low amount of carbohydrates, moderate protein, and a high amount of fats.",0.0,133.0,0.47558912211406745,0
270,Shit growing up I was eating alot of Puerto Rican Dominican Mexican food I’m always craving 😋,1.0,2912.0,0.5118046617399449,1
